# master.sh manifest — 2026-06-29T02:49:06Z
# url	category	dir-name	tag	status
https://github.com/django-guardian/django-guardian.git	python	django-guardian	v2.4.0	cloned
https://github.com/joke2k/django-environ.git	python	django-environ	v0.14.0	cloned
https://github.com/un33k/python-slugify.git	python	python-slugify	v8.0.4	cloned
https://github.com/jazzband/django-debug-toolbar.git	python	django-debug-toolbar	v0.9.1	cloned
https://github.com/jazzband/django-silk.git	python	django-silk	v0.4	cloned
https://github.com/pytorch/pytorch.git	python	pytorch	whc_flight_4	cloned
https://github.com/tensorflow/tensorflow.git	python	tensorflow	v2.21.0-rc1	cloned
https://github.com/dmlc/xgboost.git	python	xgboost	v3.3.0	cloned
https://github.com/microsoft/LightGBM.git	python	lightgbm	v4.6.0	cloned
https://github.com/mlflow/mlflow.git	python	mlflow	v3.14.0	cloned
https://github.com/ray-project/ray.git	python	ray	ray-2.55.1	cloned
https://github.com/dask/dask.git	python	dask	v1.1.21	cloned
https://github.com/jupyter/notebook.git	python	jupyter-notebook	v7.6.0rc1	cloned
https://github.com/pola-rs/polars.git	python	polars	rs-0.54.4	cloned
https://github.com/duckdb/duckdb.git	python	duckdb	v1.5.4	cloned
https://github.com/sympy/sympy.git	python	sympy	sympy-1.14.0rc2	cloned
https://github.com/networkx/networkx.git	python	networkx	networkx-3.6rc0	cloned
https://github.com/plotly/plotly.py.git	python	plotly	widget-v1.5.4	cloned
https://github.com/altair-viz/altair.git	python	altair	weekly-20260601-93abfa6	cloned
https://github.com/bokeh/bokeh.git	python	bokeh	branch-3.2-final-commit	cloned
https://github.com/apache/arrow.git	python	arrow-python	r-universe-release	cloned
https://github.com/ibis-project/ibis.git	python	ibis	v0.14.0	cloned
https://github.com/psf/black.git	python	black	26.5.1	cloned
https://github.com/PyCQA/bandit.git	python	bandit	1.9.4	cloned
https://github.com/PyCQA/flake8.git	python	flake8	7.3.0	cloned
https://github.com/python/typeshed.git	python	typeshed		no-tag
https://github.com/davidhalter/jedi.git	python	jedi	v0.20.0	cloned
https://github.com/pyupio/safety.git	python	safety	3.12.13	cloned
https://github.com/trailofbits/pip-audit.git	python	pip-audit	v2.10.1	cloned
https://github.com/semgrep/semgrep.git	python	semgrep	v1.168.0	cloned
https://github.com/pypa/setuptools.git	python	setuptools	v82.0.1	cloned
https://github.com/pypa/hatch.git	python	hatch	hatchling-v1.30.1	cloned
https://github.com/pre-commit/pre-commit.git	python	pre-commit	v4.6.0	cloned
https://github.com/PyCQA/isort.git	python	isort	v5.11.3	cloned
https://github.com/asottile/pyupgrade.git	python	pyupgrade	v3.21.2	cloned
https://github.com/PyCQA/autoflake.git	python	autoflake	v2.3.3	cloned
https://github.com/psutil/psutil.git	python	psutil		no-tag
https://github.com/giampaolo/pyftpdlib.git	python	pyftpdlib	release-2.2.0	cloned
https://github.com/Delgan/loguru.git	python	loguru	0.7.3	cloned
https://github.com/willmcgugan/rich.git	python	rich-tools	v15.0.0	cloned
https://github.com/pyca/pyopenssl.git	python	pyopenssl	v0.14a1	cloned
https://github.com/pyca/bcrypt.git	python	bcrypt	v1.1.1	cloned
https://github.com/pyca/pynacl.git	python	pynacl	v0.3.0	cloned
https://github.com/jpadilla/pyjwt.git	python	pyjwt	2.13.0	cloned
https://github.com/oauthlib/oauthlib.git	python	oauthlib	v3.3.1	cloned
https://github.com/requests/requests-oauthlib.git	python	requests-oauthlib	v2.0.0	cloned
https://github.com/mpdavis/python-jose.git	python	python-jose	v0.5.4	cloned
https://github.com/mozilla/bleach.git	python	bleach	v6.4.0	cloned
https://github.com/fportantier/vulpy.git	python	vulpy		no-tag
https://github.com/adeyosemanputera/pygoat.git	python	pygoat		no-tag
https://github.com/Contrast-Security-OSS/vulnpy.git	python	vulnpy		no-tag
https://github.com/erev0s/VAmPI.git	python	vampi		no-tag
https://github.com/Checkmarx/Vulnerable-Web-Application.git	python	checkmarx-vuln-web		no-tag
https://github.com/stamparm/DVWA-Python.git	python	dvwa-python		no-tag
https://github.com/righettod/poc-zip-slip.git	python	poc-zip-slip		no-tag
https://github.com/we45/Vulnerable-Flask-App.git	python	vulnerable-flask		no-tag
https://github.com/Securecodebox/django-DefectDojo.git	python	defectdojo	v1.8.0	cloned
https://github.com/DefectDojo/django-DefectDojo.git	python	defectdojo-main	v1.8.0	cloned
https://github.com/nodejs/node.git	node	node	v26.4.0	cloned
https://github.com/expressjs/express.git	node	express	v5.2.1	cloned
https://github.com/nestjs/nest.git	node	nest	v11.1.27	cloned
https://github.com/facebook/react.git	node	react	v19.2.7	cloned
https://github.com/vuejs/vue.git	node	vue	v2.7.16	cloned
https://github.com/vuejs/core.git	node	vue-core	v3.5.39	cloned
https://github.com/angular/angular.git	node	angular	zone.js-0.16.2	cloned
https://github.com/webpack/webpack.git	node	webpack	v5.108.1	cloned
https://github.com/vitejs/vite.git	node	vite	v8.1.0	cloned
https://github.com/eslint/eslint.git	node	eslint	v10.6.0	cloned
https://github.com/prettier/prettier.git	node	prettier	v1.15.0	cloned
https://github.com/lodash/lodash.git	node	lodash	4.18.1-npm-packages	failed
https://github.com/axios/axios.git	node	axios	v1.18.1	failed
https://github.com/socketio/socket.io.git	node	socketio	socket.io@4.8.3	cloned
